epoch,step,key,mean_reward,response_length
0,102,math_dapo|6d0cd6ed-6956-4827-bf9a-05dc8b3ad182,-1.0,490.4375
0,102,math_dapo|6d4189f4-fafe-4c97-a24f-898726a1f4d1,-1.0,645.6875
0,102,math_dapo|6e0e9161-9f62-4703-83ca-2c8b0bf9a0b1,-0.875,610.125
0,102,math_dapo|6e100349-6666-4f7e-8722-75766a0577ea,-1.0,366.625
0,102,math_dapo|6e103b74-af14-4902-b023-289989944307,-1.0,692.375
0,102,math_dapo|6e3b5ef2-c654-4ac5-aaa8-22c1f81738e9,-1.0,626.6875
0,102,math_dapo|6e5f5444-3c2a-46c7-9e59-30563d9be896,-0.875,733.5625
0,102,math_dapo|6e7c1f1b-0ae7-43f9-8e5c-8be961d89d57,-1.0,908.75
0,102,math_dapo|6e7f1614-e1ef-4482-bad9-28d53b0b184a,-1.0,1741.9375
0,102,math_dapo|6f2e71b6-ee6e-4bcd-8da5-d8c1da23886d,-1.0,815.625
0,102,math_dapo|6fe907a5-520c-40fe-b969-b1193a1bf85f,-1.001739501953125,996.1875
0,102,math_dapo|71641581-ea97-4783-9463-96c37559030a,-1.0,1012.1875
0,102,math_dapo|719650e1-5674-4e7c-8d8e-7dbc0d709064,-1.0,665.125
0,102,math_dapo|719ad1fa-8663-4efe-8e3d-a9761d3c3564,-1.0,359.875
0,102,math_dapo|71c2c7b0-ee99-4280-8de2-a28d15abf4e3,-1.0,807.75
0,102,math_dapo|71d7d484-1a9b-42a4-9334-ded51bfc6b05,-1.00665283203125,1379.5
0,102,math_dapo|73129bc4-d2e4-49b0-9ffc-b95cb0b0cdd9,-1.0,647.5
0,102,math_dapo|7325212e-6dad-4570-b240-573da46cbc98,-1.0,1043.625
0,102,math_dapo|735f5e8f-3fbc-4c5c-8311-7ebb9d19cdb4,-1.0,521.4375
0,102,math_dapo|73748ac1-7072-4bf5-a384-0fcd57f9bd4f,0.0,770.5625
0,102,math_dapo|7438d762-a1c7-44e1-9d0f-9e0aac4c0c94,-1.0,453.0625
0,102,math_dapo|746deb30-2dab-480d-ba0c-1eef26377d6f,-1.0,1000.4375
0,102,math_dapo|75f6c3f0-2ed4-4636-895c-c8bbdccbf8f9,-0.875,456.5
0,102,math_dapo|76f51ac5-5350-412f-b334-9d8ab9ec43d7,-1.0,376.0
0,102,math_dapo|7750bd86-9e6b-41e0-96d8-a836998a9afd,-1.0,704.0625
0,102,math_dapo|7777401d-a7de-4772-ab6d-f6575563a456,-1.0,543.625
0,102,math_dapo|786333d4-7f88-4bfe-8252-ea3d3367881d,-1.0,1164.75
